,Elevation,Latitude,Longitude,Timestamp
57,12.4,50.37718,-4.146488,2019-03-29 15:38:35+00:00
58,12.1,50.377204,-4.146534,2019-03-29 15:38:37+00:00
59,11.8,50.37722,-4.146582,2019-03-29 15:38:39+00:00
60,11.6,50.377228,-4.146631,2019-03-29 15:38:41+00:00
61,11.3,50.377239,-4.146687,2019-03-29 15:38:43+00:00
62,11.0,50.377249,-4.14673,2019-03-29 15:38:45+00:00
63,10.8,50.377265,-4.146789,2019-03-29 15:38:48+00:00
64,10.5,50.377279,-4.146836,2019-03-29 15:38:51+00:00
65,10.4,50.37729,-4.14688,2019-03-29 15:38:53+00:00
66,10.2,50.3773,-4.146934,2019-03-29 15:38:56+00:00
67,10.1,50.377317,-4.146979,2019-03-29 15:38:58+00:00
68,9.8,50.377329,-4.147024,2019-03-29 15:39:00+00:00
69,9.7,50.377339,-4.147082,2019-03-29 15:39:03+00:00
70,9.6,50.37735,-4.147146,2019-03-29 15:39:06+00:00
71,9.5,50.377358,-4.147191,2019-03-29 15:39:08+00:00
72,9.4,50.377375,-4.147251,2019-03-29 15:39:11+00:00
73,9.3,50.377388,-4.14729,2019-03-29 15:39:13+00:00
74,9.3,50.3774,-4.147333,2019-03-29 15:39:15+00:00
75,9.1,50.377406,-4.147376,2019-03-29 15:39:17+00:00
76,9.1,50.377402,-4.147429,2019-03-29 15:39:19+00:00
77,9.0,50.377397,-4.147484,2019-03-29 15:39:21+00:00
78,9.0,50.377398,-4.147543,2019-03-29 15:39:24+00:00
79,8.9,50.377392,-4.147587,2019-03-29 15:39:26+00:00
80,8.9,50.377397,-4.147645,2019-03-29 15:39:29+00:00
81,8.8,50.377397,-4.147692,2019-03-29 15:39:31+00:00
82,8.8,50.377404,-4.147748,2019-03-29 15:39:34+00:00
83,8.7,50.377413,-4.147805,2019-03-29 15:39:37+00:00
84,8.6,50.377417,-4.14785,2019-03-29 15:39:39+00:00
85,8.5,50.377421,-4.147907,2019-03-29 15:39:42+00:00
86,8.5,50.377426,-4.14795,2019-03-29 15:39:44+00:00
87,8.4,50.377427,-4.147995,2019-03-29 15:39:47+00:00
88,8.3,50.377444,-4.148037,2019-03-29 15:39:52+00:00
89,8.2,50.377474,-4.148047,2019-03-29 15:39:54+00:00
90,8.2,50.377504,-4.148062,2019-03-29 15:39:56+00:00
91,8.1,50.37752,-4.148107,2019-03-29 15:39:59+00:00
92,8.0,50.377527,-4.148159,2019-03-29 15:40:05+00:00
93,7.9,50.377554,-4.148198,2019-03-29 15:40:12+00:00
94,7.9,50.377574,-4.148236,2019-03-29 15:40:14+00:00
95,7.8,50.377574,-4.148292,2019-03-29 15:40:16+00:00
96,7.7,50.377566,-4.148336,2019-03-29 15:40:18+00:00
97,7.6,50.377551,-4.148394,2019-03-29 15:40:21+00:00
98,7.5,50.377536,-4.148444,2019-03-29 15:40:24+00:00
99,7.4,50.377529,-4.1485,2019-03-29 15:40:27+00:00
100,7.4,50.377527,-4.148545,2019-03-29 15:40:29+00:00
101,7.3,50.377519,-4.148601,2019-03-29 15:40:32+00:00
102,7.3,50.377511,-4.148652,2019-03-29 15:40:35+00:00
103,7.2,50.377505,-4.148711,2019-03-29 15:40:38+00:00
104,7.1,50.377495,-4.148755,2019-03-29 15:40:40+00:00
105,7.1,50.377485,-4.1488,2019-03-29 15:40:42+00:00
106,7.0,50.377484,-4.148851,2019-03-29 15:40:45+00:00
107,7.0,50.377481,-4.148911,2019-03-29 15:40:48+00:00
108,6.9,50.377479,-4.148974,2019-03-29 15:40:51+00:00
109,7.0,50.377468,-4.149035,2019-03-29 15:40:54+00:00
110,7.1,50.377462,-4.149098,2019-03-29 15:40:57+00:00
111,7.2,50.377449,-4.149154,2019-03-29 15:41:00+00:00
112,7.3,50.377441,-4.1492,2019-03-29 15:41:02+00:00
113,7.4,50.377437,-4.149247,2019-03-29 15:41:04+00:00
114,7.4,50.377434,-4.149317,2019-03-29 15:41:07+00:00
115,7.4,50.377431,-4.149366,2019-03-29 15:41:09+00:00
116,7.5,50.377425,-4.14941,2019-03-29 15:41:11+00:00
117,7.5,50.377418,-4.149454,2019-03-29 15:41:13+00:00
118,7.5,50.37741,-4.14951,2019-03-29 15:41:15+00:00
119,7.6,50.377401,-4.149567,2019-03-29 15:41:18+00:00
120,7.6,50.377394,-4.149613,2019-03-29 15:41:20+00:00
121,7.6,50.377389,-4.149674,2019-03-29 15:41:23+00:00
122,7.6,50.377387,-4.14972,2019-03-29 15:41:25+00:00
123,7.7,50.377381,-4.149764,2019-03-29 15:41:27+00:00
124,7.7,50.377373,-4.149826,2019-03-29 15:41:30+00:00
125,7.7,50.377374,-4.149882,2019-03-29 15:41:33+00:00
126,7.7,50.377366,-4.149928,2019-03-29 15:41:35+00:00
127,7.8,50.377357,-4.149971,2019-03-29 15:41:37+00:00
128,7.8,50.377351,-4.150013,2019-03-29 15:41:39+00:00
129,7.8,50.377346,-4.150056,2019-03-29 15:41:41+00:00
130,7.8,50.377341,-4.150105,2019-03-29 15:41:43+00:00
131,7.8,50.377337,-4.150148,2019-03-29 15:41:45+00:00
132,7.9,50.377331,-4.150194,2019-03-29 15:41:47+00:00
133,7.9,50.377327,-4.15024,2019-03-29 15:41:49+00:00
134,8.0,50.377316,-4.150281,2019-03-29 15:41:51+00:00
135,8.1,50.377303,-4.15033,2019-03-29 15:41:54+00:00
136,8.2,50.377306,-4.150385,2019-03-29 15:41:57+00:00
137,8.3,50.377291,-4.150435,2019-03-29 15:42:00+00:00
138,8.4,50.377278,-4.150479,2019-03-29 15:42:03+00:00
139,8.6,50.377303,-4.150509,2019-03-29 15:42:07+00:00
140,8.7,50.377329,-4.150539,2019-03-29 15:42:09+00:00
141,8.8,50.37733,-4.150593,2019-03-29 15:42:11+00:00
142,8.9,50.37733,-4.150639,2019-03-29 15:42:13+00:00
143,8.9,50.377325,-4.150705,2019-03-29 15:42:16+00:00
144,9.0,50.377307,-4.150746,2019-03-29 15:42:18+00:00
145,9.0,50.377284,-4.150771,2019-03-29 15:42:20+00:00
146,9.1,50.377258,-4.150825,2019-03-29 15:42:22+00:00
147,9.2,50.377254,-4.150867,2019-03-29 15:42:23+00:00
148,9.3,50.377242,-4.150948,2019-03-29 15:42:26+00:00
149,9.3,50.377237,-4.150998,2019-03-29 15:42:27+00:00
150,9.4,50.377223,-4.151054,2019-03-29 15:42:29+00:00
151,9.5,50.377223,-4.151116,2019-03-29 15:42:32+00:00
152,9.6,50.377225,-4.151182,2019-03-29 15:42:35+00:00
153,9.7,50.377229,-4.151239,2019-03-29 15:42:38+00:00
154,9.8,50.377229,-4.151297,2019-03-29 15:42:41+00:00
155,9.9,50.377229,-4.15134,2019-03-29 15:42:44+00:00
156,10.0,50.377234,-4.151384,2019-03-29 15:42:47+00:00
157,10.2,50.377242,-4.15144,2019-03-29 15:42:50+00:00
158,10.3,50.37726,-4.151485,2019-03-29 15:42:53+00:00
159,10.4,50.377269,-4.15153,2019-03-29 15:42:55+00:00
160,10.5,50.377276,-4.151572,2019-03-29 15:42:57+00:00
161,10.6,50.377275,-4.151618,2019-03-29 15:42:59+00:00
162,10.8,50.377274,-4.151674,2019-03-29 15:43:01+00:00
163,10.9,50.377271,-4.15173,2019-03-29 15:43:03+00:00
164,10.9,50.377272,-4.151779,2019-03-29 15:43:05+00:00
165,11.0,50.377276,-4.151827,2019-03-29 15:43:07+00:00
166,11.1,50.377281,-4.151875,2019-03-29 15:43:09+00:00
167,11.2,50.377287,-4.151937,2019-03-29 15:43:12+00:00
168,11.2,50.377286,-4.151985,2019-03-29 15:43:14+00:00
169,11.3,50.377289,-4.152031,2019-03-29 15:43:16+00:00
170,11.3,50.377294,-4.152081,2019-03-29 15:43:18+00:00
171,11.4,50.377298,-4.152139,2019-03-29 15:43:21+00:00
172,11.5,50.377302,-4.152188,2019-03-29 15:43:24+00:00
173,11.6,50.377309,-4.152246,2019-03-29 15:43:27+00:00
174,11.7,50.377318,-4.152295,2019-03-29 15:43:30+00:00
175,11.8,50.377327,-4.15234,2019-03-29 15:43:33+00:00
176,11.9,50.37733,-4.15239,2019-03-29 15:43:36+00:00
177,11.9,50.377333,-4.152442,2019-03-29 15:43:39+00:00
178,12.0,50.377338,-4.152492,2019-03-29 15:43:42+00:00
179,12.1,50.377352,-4.15255,2019-03-29 15:43:45+00:00
180,12.2,50.377357,-4.152614,2019-03-29 15:43:48+00:00
181,12.3,50.377363,-4.152659,2019-03-29 15:43:50+00:00
182,12.4,50.377365,-4.152722,2019-03-29 15:43:53+00:00
183,12.5,50.377369,-4.152766,2019-03-29 15:43:55+00:00
184,12.6,50.377377,-4.152816,2019-03-29 15:43:58+00:00
185,12.7,50.377386,-4.152876,2019-03-29 15:44:01+00:00
186,12.9,50.377393,-4.152935,2019-03-29 15:44:04+00:00
187,13.0,50.377399,-4.152983,2019-03-29 15:44:06+00:00
188,13.1,50.37741,-4.153033,2019-03-29 15:44:08+00:00
189,13.1,50.377423,-4.153073,2019-03-29 15:44:10+00:00
190,13.2,50.377424,-4.153117,2019-03-29 15:44:13+00:00
191,13.3,50.377431,-4.153162,2019-03-29 15:44:15+00:00
192,13.4,50.377434,-4.153207,2019-03-29 15:44:17+00:00
193,13.4,50.377429,-4.153262,2019-03-29 15:44:19+00:00
194,13.5,50.377434,-4.153316,2019-03-29 15:44:22+00:00
195,13.6,50.377444,-4.15337,2019-03-29 15:44:25+00:00
196,13.7,50.37745,-4.153412,2019-03-29 15:44:27+00:00
197,13.8,50.377453,-4.153461,2019-03-29 15:44:29+00:00
198,13.8,50.37746,-4.153521,2019-03-29 15:44:32+00:00
199,14.0,50.377469,-4.153568,2019-03-29 15:44:34+00:00
200,14.1,50.377478,-4.153613,2019-03-29 15:44:36+00:00
201,14.3,50.37749,-4.153674,2019-03-29 15:44:39+00:00
202,14.4,50.377502,-4.153731,2019-03-29 15:44:42+00:00
203,14.5,50.377511,-4.153771,2019-03-29 15:44:44+00:00
204,14.6,50.377523,-4.153824,2019-03-29 15:44:47+00:00
205,14.9,50.377533,-4.153877,2019-03-29 15:44:50+00:00
206,14.9,50.377547,-4.153923,2019-03-29 15:44:52+00:00
207,15.0,50.377565,-4.153977,2019-03-29 15:44:55+00:00
208,15.1,50.377575,-4.154024,2019-03-29 15:44:58+00:00
209,15.2,50.377583,-4.154069,2019-03-29 15:45:01+00:00
210,15.3,50.377599,-4.154107,2019-03-29 15:45:04+00:00
211,15.4,50.377609,-4.154149,2019-03-29 15:45:06+00:00
212,15.5,50.377618,-4.154191,2019-03-29 15:45:08+00:00
213,15.7,50.377635,-4.154246,2019-03-29 15:45:11+00:00
214,16.0,50.377659,-4.154294,2019-03-29 15:45:14+00:00
215,16.2,50.377683,-4.154341,2019-03-29 15:45:17+00:00
216,16.5,50.377709,-4.154387,2019-03-29 15:45:20+00:00
217,16.7,50.377734,-4.154419,2019-03-29 15:45:23+00:00
218,16.9,50.377743,-4.154471,2019-03-29 15:45:25+00:00
219,17.0,50.377754,-4.154518,2019-03-29 15:45:28+00:00
220,17.2,50.377769,-4.154568,2019-03-29 15:45:31+00:00
221,17.4,50.377789,-4.154617,2019-03-29 15:45:34+00:00
222,17.6,50.377819,-4.154663,2019-03-29 15:45:37+00:00
223,17.8,50.377844,-4.154693,2019-03-29 15:45:40+00:00
224,18.0,50.37787,-4.15474,2019-03-29 15:45:43+00:00
225,18.3,50.377893,-4.154793,2019-03-29 15:45:46+00:00
226,18.4,50.377905,-4.154836,2019-03-29 15:45:48+00:00
227,18.6,50.37792,-4.154883,2019-03-29 15:45:50+00:00
228,18.8,50.377935,-4.154919,2019-03-29 15:45:52+00:00
229,19.0,50.377948,-4.15497,2019-03-29 15:45:55+00:00
230,19.2,50.377959,-4.155013,2019-03-29 15:45:59+00:00
231,19.5,50.377975,-4.155059,2019-03-29 15:46:02+00:00
232,19.8,50.377998,-4.155103,2019-03-29 15:46:05+00:00
233,20.0,50.378014,-4.155142,2019-03-29 15:46:07+00:00
234,20.2,50.378034,-4.155182,2019-03-29 15:46:09+00:00
235,20.3,50.378049,-4.155221,2019-03-29 15:46:11+00:00
236,20.6,50.37807,-4.155259,2019-03-29 15:46:13+00:00
237,21.0,50.378086,-4.155308,2019-03-29 15:46:15+00:00
238,21.1,50.378097,-4.155362,2019-03-29 15:46:18+00:00
239,21.3,50.37811,-4.155415,2019-03-29 15:46:21+00:00
240,21.5,50.378121,-4.155455,2019-03-29 15:46:23+00:00
241,21.6,50.378118,-4.155503,2019-03-29 15:46:26+00:00
242,21.8,50.378124,-4.155559,2019-03-29 15:46:29+00:00
243,21.9,50.378134,-4.155601,2019-03-29 15:46:31+00:00
244,22.1,50.378136,-4.155659,2019-03-29 15:46:34+00:00
245,22.2,50.378132,-4.155701,2019-03-29 15:46:36+00:00
246,22.4,50.378129,-4.155751,2019-03-29 15:46:38+00:00
247,22.6,50.378127,-4.155802,2019-03-29 15:46:40+00:00
248,22.8,50.378122,-4.155859,2019-03-29 15:46:43+00:00
249,23.0,50.378122,-4.155927,2019-03-29 15:46:46+00:00
250,23.2,50.378119,-4.155977,2019-03-29 15:46:48+00:00
251,23.6,50.378126,-4.156021,2019-03-29 15:46:51+00:00
252,23.8,50.378129,-4.156064,2019-03-29 15:46:53+00:00
253,24.0,50.378132,-4.156106,2019-03-29 15:46:55+00:00
254,24.2,50.378141,-4.156163,2019-03-29 15:46:58+00:00
255,24.4,50.378144,-4.156214,2019-03-29 15:47:00+00:00
256,24.6,50.378142,-4.15627,2019-03-29 15:47:02+00:00
257,24.7,50.378134,-4.156324,2019-03-29 15:47:04+00:00
258,24.8,50.378125,-4.156374,2019-03-29 15:47:06+00:00
259,24.9,50.378114,-4.156421,2019-03-29 15:47:08+00:00
260,25.0,50.378106,-4.156467,2019-03-29 15:47:10+00:00
261,25.1,50.378103,-4.15651,2019-03-29 15:47:12+00:00
262,25.2,50.378096,-4.156563,2019-03-29 15:47:15+00:00
263,25.4,50.378087,-4.156611,2019-03-29 15:47:18+00:00
264,25.5,50.378089,-4.156662,2019-03-29 15:47:22+00:00
265,25.7,50.378092,-4.156707,2019-03-29 15:47:24+00:00
266,25.9,50.378094,-4.156758,2019-03-29 15:47:26+00:00
267,26.0,50.378087,-4.156807,2019-03-29 15:47:28+00:00
268,26.2,50.378085,-4.156862,2019-03-29 15:47:30+00:00
269,26.3,50.378073,-4.156911,2019-03-29 15:47:32+00:00
270,26.4,50.378063,-4.156962,2019-03-29 15:47:34+00:00
271,26.5,50.378049,-4.157001,2019-03-29 15:47:36+00:00
272,26.6,50.378029,-4.157036,2019-03-29 15:47:38+00:00
273,26.7,50.37801,-4.157069,2019-03-29 15:47:40+00:00
274,26.7,50.377992,-4.157103,2019-03-29 15:47:42+00:00
275,26.7,50.377981,-4.157155,2019-03-29 15:47:45+00:00
276,26.8,50.377975,-4.15721,2019-03-29 15:47:48+00:00
277,26.8,50.377999,-4.15718,2019-03-29 15:47:51+00:00
278,26.8,50.378026,-4.157176,2019-03-29 15:48:32+00:00
279,26.9,50.378044,-4.157208,2019-03-29 15:49:20+00:00
280,26.9,50.378031,-4.157255,2019-03-29 15:50:35+00:00
281,27.0,50.378026,-4.157304,2019-03-29 15:50:38+00:00
282,27.0,50.378023,-4.157347,2019-03-29 15:50:40+00:00
283,27.0,50.37803,-4.157389,2019-03-29 15:50:43+00:00
284,27.0,50.378002,-4.157356,2019-03-29 15:50:52+00:00
285,27.0,50.378,-4.157313,2019-03-29 15:50:55+00:00
286,27.1,50.378014,-4.157272,2019-03-29 15:50:57+00:00
287,27.1,50.377974,-4.157304,2019-03-29 15:51:06+00:00
288,27.1,50.377949,-4.157342,2019-03-29 15:51:09+00:00
289,27.1,50.377937,-4.157393,2019-03-29 15:51:12+00:00
290,27.2,50.377926,-4.15745,2019-03-29 15:51:14+00:00
291,27.2,50.377915,-4.157493,2019-03-29 15:51:16+00:00
292,27.2,50.377906,-4.157541,2019-03-29 15:51:19+00:00
293,27.2,50.377892,-4.157591,2019-03-29 15:51:23+00:00
294,27.2,50.377878,-4.157628,2019-03-29 15:51:25+00:00
295,27.2,50.377871,-4.15767,2019-03-29 15:51:30+00:00
296,27.2,50.377868,-4.157714,2019-03-29 15:51:32+00:00
297,27.2,50.377872,-4.157762,2019-03-29 15:51:35+00:00
298,27.2,50.377875,-4.157807,2019-03-29 15:51:38+00:00
299,27.2,50.377883,-4.157859,2019-03-29 15:51:41+00:00
300,27.2,50.377888,-4.157914,2019-03-29 15:51:44+00:00
301,27.2,50.377885,-4.15797,2019-03-29 15:51:47+00:00
302,27.3,50.377877,-4.158025,2019-03-29 15:51:50+00:00
303,27.9,50.377875,-4.158074,2019-03-29 15:51:52+00:00
304,27.9,50.3779,-4.158099,2019-03-29 15:51:57+00:00
305,27.9,50.377932,-4.158104,2019-03-29 15:52:00+00:00
306,27.9,50.377959,-4.158124,2019-03-29 15:52:02+00:00
307,27.3,50.377987,-4.158146,2019-03-29 15:52:05+00:00
308,27.2,50.378011,-4.158166,2019-03-29 15:52:08+00:00
309,27.1,50.378037,-4.15819,2019-03-29 15:52:11+00:00
310,27.0,50.378054,-4.158229,2019-03-29 15:52:13+00:00
311,26.9,50.37807,-4.158266,2019-03-29 15:52:15+00:00
312,27.6,50.378095,-4.158312,2019-03-29 15:52:17+00:00
313,28.2,50.378112,-4.158347,2019-03-29 15:52:19+00:00
314,28.8,50.37814,-4.158365,2019-03-29 15:52:22+00:00
315,29.3,50.378167,-4.158385,2019-03-29 15:52:24+00:00
316,29.9,50.378201,-4.158404,2019-03-29 15:52:28+00:00
317,30.5,50.378238,-4.158428,2019-03-29 15:52:31+00:00
318,30.9,50.378265,-4.158447,2019-03-29 15:52:33+00:00
319,31.4,50.378296,-4.158472,2019-03-29 15:52:35+00:00
320,31.8,50.378324,-4.158496,2019-03-29 15:52:37+00:00
321,32.1,50.378349,-4.158516,2019-03-29 15:52:39+00:00
322,32.4,50.378381,-4.158539,2019-03-29 15:52:41+00:00
323,32.8,50.378415,-4.158563,2019-03-29 15:52:46+00:00
324,33.1,50.378445,-4.158592,2019-03-29 15:52:50+00:00
325,33.4,50.378481,-4.158607,2019-03-29 15:52:53+00:00
326,33.6,50.378516,-4.158611,2019-03-29 15:52:56+00:00
327,33.9,50.378551,-4.158631,2019-03-29 15:53:00+00:00
328,34.1,50.378577,-4.158659,2019-03-29 15:53:03+00:00
329,34.3,50.378583,-4.158706,2019-03-29 15:53:05+00:00
330,35.2,50.378575,-4.158749,2019-03-29 15:53:07+00:00
331,35.2,50.378575,-4.158803,2019-03-29 15:53:10+00:00
332,35.3,50.378585,-4.158853,2019-03-29 15:53:13+00:00
333,35.3,50.378587,-4.158897,2019-03-29 15:53:15+00:00
334,35.4,50.37858,-4.158957,2019-03-29 15:53:18+00:00
335,35.4,50.378572,-4.159012,2019-03-29 15:53:21+00:00
336,35.5,50.378558,-4.159065,2019-03-29 15:53:24+00:00
337,35.6,50.378547,-4.15911,2019-03-29 15:53:26+00:00
338,35.6,50.378545,-4.15917,2019-03-29 15:53:29+00:00
339,35.7,50.378546,-4.159227,2019-03-29 15:53:32+00:00
340,35.7,50.37854,-4.159271,2019-03-29 15:53:34+00:00
341,35.8,50.378528,-4.159321,2019-03-29 15:53:37+00:00
342,35.8,50.378522,-4.159379,2019-03-29 15:53:40+00:00
343,35.9,50.378514,-4.15942,2019-03-29 15:53:42+00:00
344,35.9,50.378503,-4.159459,2019-03-29 15:53:44+00:00
345,35.9,50.378491,-4.159499,2019-03-29 15:53:46+00:00
346,36.0,50.378484,-4.159552,2019-03-29 15:53:49+00:00
347,36.1,50.378479,-4.159618,2019-03-29 15:53:52+00:00
348,36.1,50.378471,-4.159684,2019-03-29 15:53:55+00:00
349,36.2,50.378464,-4.159726,2019-03-29 15:53:57+00:00
350,36.2,50.378479,-4.159783,2019-03-29 15:54:01+00:00
351,36.3,50.378506,-4.159803,2019-03-29 15:54:04+00:00
352,36.3,50.378527,-4.159774,2019-03-29 15:54:06+00:00
353,36.3,50.378546,-4.159739,2019-03-29 15:54:09+00:00
354,36.4,50.378565,-4.159777,2019-03-29 15:54:20+00:00
355,36.5,50.37857,-4.159837,2019-03-29 15:54:23+00:00
356,36.5,50.378573,-4.159885,2019-03-29 15:54:25+00:00
357,36.6,50.37858,-4.159937,2019-03-29 15:54:27+00:00
358,36.6,50.37859,-4.159987,2019-03-29 15:54:30+00:00
359,36.7,50.378583,-4.160036,2019-03-29 15:54:35+00:00
360,36.7,50.378578,-4.1601,2019-03-29 15:54:38+00:00
361,36.8,50.378581,-4.16015,2019-03-29 15:54:40+00:00
362,36.8,50.378576,-4.160192,2019-03-29 15:54:42+00:00
363,36.9,50.378572,-4.160237,2019-03-29 15:54:44+00:00
364,36.9,50.378567,-4.160283,2019-03-29 15:54:46+00:00
365,37.0,50.378563,-4.160328,2019-03-29 15:54:49+00:00
366,37.0,50.378555,-4.160386,2019-03-29 15:54:52+00:00
367,37.0,50.378556,-4.160429,2019-03-29 15:54:55+00:00
368,37.1,50.378543,-4.160488,2019-03-29 15:54:59+00:00
369,37.1,50.378536,-4.160538,2019-03-29 15:55:01+00:00
370,37.2,50.378543,-4.1606,2019-03-29 15:55:04+00:00
371,37.2,50.378548,-4.160659,2019-03-29 15:55:07+00:00
372,37.3,50.378545,-4.160708,2019-03-29 15:55:10+00:00
373,37.3,50.378545,-4.160755,2019-03-29 15:55:13+00:00
374,37.4,50.378544,-4.160817,2019-03-29 15:55:16+00:00
375,37.4,50.378538,-4.160872,2019-03-29 15:55:19+00:00
376,37.5,50.378529,-4.160916,2019-03-29 15:55:21+00:00
377,37.5,50.378523,-4.160963,2019-03-29 15:55:23+00:00
378,37.6,50.378519,-4.161022,2019-03-29 15:55:25+00:00
379,37.6,50.378516,-4.161071,2019-03-29 15:55:27+00:00
380,37.7,50.378521,-4.16113,2019-03-29 15:55:30+00:00
381,37.8,50.378522,-4.161174,2019-03-29 15:55:32+00:00
382,37.8,50.378524,-4.161234,2019-03-29 15:55:35+00:00
383,37.9,50.378521,-4.16128,2019-03-29 15:55:37+00:00
384,37.9,50.37852,-4.161324,2019-03-29 15:55:39+00:00
385,38.0,50.378521,-4.161372,2019-03-29 15:55:41+00:00
386,38.1,50.378523,-4.161422,2019-03-29 15:55:43+00:00
387,38.1,50.378519,-4.161495,2019-03-29 15:55:45+00:00
388,38.2,50.378527,-4.161539,2019-03-29 15:55:47+00:00
389,38.3,50.378526,-4.161594,2019-03-29 15:55:51+00:00
390,38.3,50.378524,-4.161637,2019-03-29 15:55:58+00:00
391,38.4,50.378543,-4.161685,2019-03-29 15:56:01+00:00
392,38.5,50.378574,-4.161717,2019-03-29 15:56:04+00:00
393,38.6,50.378589,-4.161765,2019-03-29 15:56:07+00:00
394,38.8,50.378599,-4.161822,2019-03-29 15:56:10+00:00
395,38.8,50.378609,-4.161876,2019-03-29 15:56:13+00:00
396,39.8,50.378631,-4.16192,2019-03-29 15:56:16+00:00
397,39.9,50.37865,-4.161951,2019-03-29 15:56:18+00:00
398,40.2,50.378682,-4.16198,2019-03-29 15:56:21+00:00
399,40.4,50.378715,-4.162001,2019-03-29 15:56:23+00:00
400,40.6,50.378744,-4.16202,2019-03-29 15:56:25+00:00
401,40.8,50.378773,-4.162038,2019-03-29 15:56:28+00:00
402,41.0,50.378798,-4.162061,2019-03-29 15:56:32+00:00
403,41.4,50.378838,-4.162087,2019-03-29 15:56:34+00:00
404,41.8,50.37887,-4.162107,2019-03-29 15:56:36+00:00
405,42.2,50.378904,-4.162123,2019-03-29 15:56:38+00:00
406,42.5,50.378934,-4.162148,2019-03-29 15:56:41+00:00
407,42.7,50.37896,-4.162169,2019-03-29 15:56:43+00:00
408,42.9,50.378983,-4.162196,2019-03-29 15:56:45+00:00
409,43.1,50.379008,-4.162231,2019-03-29 15:56:49+00:00
